,id,año,genres
2661,317290,2013,Indie
2662,232890,2014,Simulation
2662,232890,2014,Strategy
2663,276750,2014,Strategy
2664,323760,2012,Simulation
2665,317540,2014,Adventure
2665,317540,2014,Indie
2666,308180,2014,Adventure
2667,318770,2014,Strategy
2668,249190,2014,Strategy
2669,221540,2014,Indie
2669,221540,2014,Strategy
2670,295009,2014,Casual
2670,295009,2014,Simulation
2671,295008,2014,Casual
2671,295008,2014,Simulation
2672,286220,2014,RPG
2673,241260,2014,Adventure
2674,271944,2014,Action
2674,271944,2014,RPG
2675,325590,2014,Action
2675,325590,2014,Adventure
2675,325590,2014,Indie
2676,318550,2014,Action
2676,318550,2014,Adventure
2677,301895,2014,Action
2677,301895,2014,Adventure
2678,297841,2014,Indie
2678,297841,2014,Simulation
2678,297841,2014,Strategy
2679,295016,2014,Casual
2679,295016,2014,Simulation
2680,295013,2014,Casual
2680,295013,2014,Simulation
2681,295015,2014,Casual
2681,295015,2014,Simulation
2682,295012,2014,Casual
2682,295012,2014,Simulation
2683,295017,2014,Casual
2683,295017,2014,Simulation
2684,241930,2014,Action
2684,241930,2014,Adventure
2685,253610,2014,Action
2685,253610,2014,Indie
2686,315520,2014,Action
2686,315520,2014,Indie
2687,318500,2014,Indie
2687,318500,2014,Simulation
2688,295014,2014,Casual
2688,295014,2014,Simulation
2689,310700,2014,Action
2689,310700,2014,Indie
2690,321870,2014,Adventure
2690,321870,2014,Indie
2692,255251,2014,Action
2692,255251,2014,Free to Play
2692,255251,2014,Massively Multiplayer
2692,255251,2014,RPG
2692,255251,2014,Strategy
2693,277748,2014,Simulation
2694,321510,2014,Action
2694,321510,2014,Indie
2694,321510,2014,Simulation
2694,321510,2014,Sports
2695,308171,2014,Indie
2695,308171,2014,RPG
2695,308171,2014,Simulation
2695,308171,2014,Strategy
2696,326790,2014,Indie
2696,326790,2014,RPG
2697,316700,2014,Sports
2697,316700,2014,Strategy
2698,284890,2013,Adventure
2698,284890,2013,Casual
2699,312610,2014,Action
2700,304460,2014,Adventure
2700,304460,2014,Indie
2701,324690,2014,Adventure
2701,324690,2014,Indie
2701,324690,2014,RPG
2702,324110,2011,Racing
2702,324110,2011,Sports
2703,323290,2014,Adventure
2703,323290,2014,Indie
2704,316964,2014,Simulation
2706,317580,2010,Casual
2707,316320,2010,Action
2707,316320,2010,Adventure
2707,316320,2010,Racing
2708,319080,2012,Action
2709,318350,2014,Adventure
2709,318350,2014,Casual
2710,319400,2011,Adventure
2711,319170,2009,Action
2711,319170,2009,Adventure
2712,302690,2014,Adventure
2712,302690,2014,Indie
2713,242640,2014,Action
2714,273110,2014,Action
2714,273110,2014,Casual
2714,273110,2014,Free to Play
2714,273110,2014,Massively Multiplayer
2715,324030,2014,Action
2716,323430,2014,Action
2716,323430,2014,Adventure
2716,323430,2014,Indie
2717,275180,2014,Adventure
2717,275180,2014,Casual
2717,275180,2014,RPG
2718,326170,2014,Racing
2720,281450,1999,Strategy
2722,320650,2008,Adventure
2722,320650,2008,Casual
2723,328022,2014,Indie
2723,328022,2014,RPG
2724,328020,2014,Indie
2724,328020,2014,RPG
2725,327740,2003,Action
2726,328021,2014,Indie
2726,328021,2014,RPG
2727,326600,2014,Free to Play
2727,326600,2014,Simulation
2728,326610,2014,Free to Play
2728,326610,2014,Simulation
2729,322130,2007,Adventure
2730,322980,2013,Action
2730,322980,2013,Casual
2730,322980,2013,Strategy
2731,328120,2014,Action
2731,328120,2014,Free to Play
2731,328120,2014,Massively Multiplayer
2731,328120,2014,RPG
2732,270190,2014,Adventure
2732,270190,2014,Casual
2732,270190,2014,Indie
2733,321480,2014,Casual
2733,321480,2014,Free to Play
2733,321480,2014,Indie
2733,321480,2014,Strategy
2734,318750,2014,Action
2735,322750,2017,Action
2735,322750,2017,Indie
2735,322750,2017,RPG
2736,268050,2014,Action
2737,325090,2014,Adventure
2737,325090,2014,Casual
2737,325090,2014,RPG
2738,326390,2014,Strategy
2739,306396,2014,RPG
2739,306396,2014,Simulation
2739,306396,2014,Strategy
2740,326240,2014,Action
2740,326240,2014,Adventure
2740,326240,2014,Indie
2741,326960,2014,Action
2742,316180,2014,Action
2742,316180,2014,Indie
2743,320440,2014,Action
2743,320440,2014,Indie
2744,326260,2014,Action
2744,326260,2014,Adventure
2744,326260,2014,Indie
2745,284750,2011,Adventure
2745,284750,2011,Casual
2746,306660,2014,Indie
2746,306660,2014,Simulation
2746,306660,2014,Strategy
2747,322990,2014,Casual
2748,326230,2014,Indie
2748,326230,2014,RPG
2748,326230,2014,Simulation
2748,326230,2014,Strategy
2749,226580,2014,Racing
2749,226580,2014,Sports
2750,310990,2014,Action
2751,320690,2011,Adventure
2751,320690,2011,Casual
2751,320690,2011,Indie
2752,318401,2014,Action
2752,318401,2014,Adventure
2753,327950,1989,Adventure
2753,327950,1989,Simulation
2754,270010,2014,Action
2754,270010,2014,Casual
2754,270010,2014,Indie
2755,295034,2014,Casual
2755,295034,2014,Simulation
2756,295033,2014,Casual
2756,295033,2014,Simulation
2757,295032,2014,Casual
2757,295032,2014,Simulation
2758,295031,2014,Casual
2758,295031,2014,Simulation
2759,279580,2014,Action
2759,279580,2014,Adventure
2759,279580,2014,Casual
2759,279580,2014,Indie
2760,295030,2014,Casual
2760,295030,2014,Simulation
2761,301970,2014,Action
2761,301970,2014,Indie
2762,297990,2014,Racing
2762,297990,2014,Simulation
2762,297990,2014,Sports
2763,329180,2014,Indie
2764,325141,2014,Simulation
2765,320720,2014,Strategy
2766,327260,2014,Indie
2767,261161,2014,RPG
2768,328780,2014,Indie
2769,326431,2014,Action
2769,326431,2014,Adventure
2770,327530,2014,Action
2770,327530,2014,Indie
2770,327530,2014,Strategy
2771,277751,2014,Simulation
2772,321370,2014,Adventure
2772,321370,2014,Indie
2773,285090,2014,Action
2773,285090,2014,Indie
2773,285090,2014,Strategy
2774,311720,2014,Indie
2774,311720,2014,RPG
2774,311720,2014,Strategy
2775,318220,2014,Action
2775,318220,2014,Adventure
2775,318220,2014,Simulation
2776,326220,2014,Adventure
2776,326220,2014,Indie
2777,313400,2014,Action
2777,313400,2014,Indie
2778,304810,2014,Indie
2779,318511,2014,Indie
2779,318511,2014,Simulation
2780,324770,2007,Adventure
2781,311120,2006,Action
2782,322360,2014,Action
2782,322360,2014,Adventure
2782,322360,2014,Free to Play
2782,322360,2014,Simulation
2782,322360,2014,Sports
2783,322361,2014,Action
2783,322361,2014,Adventure
2783,322361,2014,Free to Play
2783,322361,2014,Simulation
2783,322361,2014,Sports
2784,295040,2014,Casual
2784,295040,2014,Simulation
2785,322580,2014,Adventure
2785,322580,2014,Casual
2785,322580,2014,Indie
2786,246090,2014,Indie
2786,246090,2014,Simulation
2786,246090,2014,Strategy
2787,285370,2014,Action
2787,285370,2014,Indie
2788,315830,2014,Action
2788,315830,2014,Indie
2789,329830,2014,Adventure
2790,302710,2014,Action
2790,302710,2014,Indie
2790,302710,2014,Racing
2791,318402,2014,Action
2791,318402,2014,Adventure
2792,325140,2014,Simulation
2793,284050,1998,Adventure
2794,329320,2014,Action
2794,329320,2014,Casual
2794,329320,2014,Indie
2795,277731,2014,Simulation
2796,330810,2014,Adventure
2797,330520,2014,Indie
2797,330520,2014,Racing
2797,330520,2014,Sports
2797,330520,2014,Early Access
2798,313160,2014,Simulation
2799,329370,2014,Action
2799,329370,2014,Indie
2800,299740,2014,Action
2800,299740,2014,Adventure
2800,299740,2014,Indie
2800,299740,2014,Massively Multiplayer
2800,299740,2014,RPG
2800,299740,2014,Simulation
2800,299740,2014,Strategy
2800,299740,2014,Early Access
2801,297110,2014,Casual
2801,297110,2014,Indie
2802,327831,2014,Simulation
2802,327831,2014,Strategy
2803,322480,2014,Indie
2803,322480,2014,RPG
2804,330420,2016,Adventure
2805,313660,2012,Simulation
2805,313660,2012,Strategy
2806,329551,2014,Simulation
2806,329551,2014,Strategy
2807,329550,2014,Simulation
2807,329550,2014,Strategy
2808,273830,2014,Action
2808,273830,2014,Simulation
2809,250900,2014,Action
2810,304380,2014,Action
2810,304380,2014,Simulation
2810,304380,2014,Strategy
2811,316160,2006,Adventure
2812,317330,2014,Strategy
2813,326470,2014,Action
2813,326470,2014,Indie
2813,326470,2014,Racing
2814,295042,2014,Casual
2814,295042,2014,Simulation
2815,295041,2014,Casual
2815,295041,2014,Simulation
2816,295043,2014,Casual
2816,295043,2014,Simulation
2817,295044,2014,Casual
2817,295044,2014,Simulation
2818,331960,2014,Indie
2818,331960,2014,RPG
2818,331960,2014,Strategy
2819,329650,1998,Action
2820,329620,1995,Strategy
2821,329630,1990,Strategy
2822,329640,1996,Action
2823,329670,1990,Simulation
2824,323240,2014,Action
2824,323240,2014,RPG
2825,332210,2014,Action
2825,332210,2014,Adventure
2825,332210,2014,Indie
2826,315540,2014,Action
2826,315540,2014,Indie
2826,315540,2014,Early Access
2827,331550,2014,Indie
2827,331550,2014,RPG
2827,331550,2014,Strategy
2828,331390,2014,Indie
2828,331390,2014,RPG
2828,331390,2014,Strategy
2829,305740,2014,Adventure
2829,305740,2014,Indie
2829,305740,2014,RPG
2830,324130,2014,Racing
2830,324130,2014,Sports
2831,294370,2014,Indie
2831,294370,2014,RPG
2831,294370,2014,Strategy
2832,321080,2014,Action
2832,321080,2014,Adventure
2833,327410,2014,Adventure
2833,327410,2014,Indie
2833,327410,2014,RPG
2834,328100,2014,Adventure
2834,328100,2014,Indie
2834,328100,2014,RPG
2835,328230,2014,Adventure
2835,328230,2014,Indie
2835,328230,2014,RPG
2836,319230,2014,Adventure
2836,319230,2014,Indie
2836,319230,2014,Strategy
2837,295050,2014,Casual
2837,295050,2014,Simulation
2838,332460,2014,Strategy
2839,320150,2014,Action
2839,320150,2014,Adventure
2839,320150,2014,Indie
2840,287260,2014,Racing
2841,317620,2014,RPG
2841,317620,2014,Strategy
2842,329100,2014,Animation &amp; Modeling
2842,329100,2014,Design &amp; Illustration
2842,329100,2014,Education
2842,329100,2014,Software Training
2842,329100,2014,Utilities
2843,331620,2014,Action
2843,331620,2014,Adventure
2843,331620,2014,Indie
2844,331510,2014,Adventure
2844,331510,2014,Indie
2845,319450,2014,Adventure
2845,319450,2014,Indie
2846,329760,2014,Adventure
2846,329760,2014,Indie
2847,314810,2014,Adventure
2847,314810,2014,Indie
2848,327150,2014,Action
2848,327150,2014,Indie
2848,327150,2014,RPG
2848,327150,2014,Strategy
2849,313381,2014,Action
2849,313381,2014,Adventure
2850,259410,2014,Adventure
2850,259410,2014,Casual
2850,259410,2014,Indie
2850,259410,2014,RPG
2850,259410,2014,Strategy
2851,327170,2014,Action
2851,327170,2014,Adventure
2852,258406,2014,Casual
2852,258406,2014,Simulation
2853,327171,2014,Action
2853,327171,2014,Adventure
2854,317850,2014,Strategy
2855,333520,2014,Indie
2855,333520,2014,RPG
2855,333520,2014,Strategy
2856,333310,2014,Casual
2856,333310,2014,Indie
2857,323230,2014,Strategy
2858,298110,2014,Action
2858,298110,2014,Adventure
2859,324340,2014,Action
2859,324340,2014,Adventure
2860,273850,2014,Simulation
2861,302010,2014,Action
2861,302010,2014,Indie
2862,310040,2014,Simulation
2863,317950,2014,Adventure
2863,317950,2014,Indie
2864,295790,2014,Action
2864,295790,2014,Adventure
2864,295790,2014,Casual
2864,295790,2014,Indie
2865,310050,2014,Simulation
2865,310050,2014,Strategy
2866,226560,2014,Adventure
2867,330680,2014,Action
2867,330680,2014,Indie
2868,298890,2014,Action
2868,298890,2014,Adventure
2868,298890,2014,RPG
2869,329110,2014,Action
2869,329110,2014,Adventure
2869,329110,2014,Casual
2869,329110,2014,Free to Play
2869,329110,2014,RPG
2869,329110,2014,Strategy
2870,333900,2014,Indie
2870,333900,2014,RPG
2870,333900,2014,Strategy
2871,253510,2014,Indie
2871,253510,2014,Strategy
2872,328640,2014,Action
2872,328640,2014,Adventure
2872,328640,2014,Indie
2873,326300,2014,Indie
2874,328730,2014,Casual
2874,328730,2014,Indie
2875,326150,2014,Action
2875,326150,2014,Indie
2875,326150,2014,RPG
2876,330460,2014,Action
2876,330460,2014,Adventure
2876,330460,2014,Indie
2876,330460,2014,RPG
2876,330460,2014,Simulation
2876,330460,2014,Strategy
2876,330460,2014,Early Access
2877,331120,2014,Action
2877,331120,2014,Adventure
2877,331120,2014,Indie
2878,321490,2014,Racing
2878,321490,2014,Simulation
2878,321490,2014,Sports
2879,330720,2013,Strategy
2880,332570,2014,Adventure
2880,332570,2014,Indie
2880,332570,2014,Early Access
2881,325180,2014,Animation &amp; Modeling
2881,325180,2014,Design &amp; Illustration
2881,325180,2014,Education
2881,325180,2014,Software Training
2881,325180,2014,Utilities
2881,325180,2014,Web Publishing
2882,293340,2012,Casual
2882,293340,2012,Indie
2882,293340,2012,Simulation
2883,333120,2014,Casual
2883,333120,2014,Indie
2884,227160,2014,Action
2884,227160,2014,Indie
2884,227160,2014,Simulation
2885,331890,2014,Action
2885,331890,2014,Free to Play
2885,331890,2014,Indie
2885,331890,2014,Massively Multiplayer
2885,331890,2014,RPG
2886,328870,2014,Simulation
2887,331400,2014,Action
2887,331400,2014,Adventure
2887,331400,2014,Casual
2887,331400,2014,Indie
2887,331400,2014,RPG
2888,328880,2014,Adventure
2888,328880,2014,Casual
2889,258641,2014,Simulation
2890,327370,2014,Casual
2891,248390,2014,Indie
2891,248390,2014,RPG
2891,248390,2014,Simulation
2891,248390,2014,Strategy
2892,270942,2014,Animation &amp; Modeling
2892,270942,2014,Design &amp; Illustration
2892,270942,2014,Education
2892,270942,2014,Software Training
2892,270942,2014,Utilities
2893,332240,2014,Action
2893,332240,2014,Indie
2894,332810,2014,Adventure
2894,332810,2014,Casual
2895,326480,2013,Adventure
2895,326480,2013,Casual
2895,326480,2013,Simulation
2896,321010,2014,Adventure
2896,321010,2014,Indie
2896,321010,2014,RPG
2897,326160,2014,Massively Multiplayer
2897,326160,2014,RPG
2897,326160,2014,Early Access
2898,314850,2014,Adventure
2899,295051,2014,Casual
2899,295051,2014,Simulation
2900,282513,2014,Action
2901,334990,2014,Adventure
2901,334990,2014,Indie
2902,318410,2014,Action
2902,318410,2014,Adventure
2903,314210,2014,Adventure
2903,314210,2014,Indie
2904,304010,2014,Strategy
2905,325136,2014,Simulation
2906,282960,2014,Indie
2906,282960,2014,Early Access
2907,303800,2014,Adventure
2907,303800,2014,Strategy
2908,279440,2014,Adventure
2908,279440,2014,Indie
2908,279440,2014,RPG
2909,334080,2014,Indie
2909,334080,2014,Strategy
2910,318530,2014,Action
2910,318530,2014,Adventure
2910,318530,2014,Indie
2911,303830,2014,Racing
2912,321660,2014,Simulation
2913,331910,2014,Simulation
2914,258674,2014,Simulation
2915,335370,2014,Action
2915,335370,2014,Indie
2915,335370,2014,Strategy
2916,331580,2014,Free to Play
2916,331580,2014,Indie
2917,334190,2014,Action
2917,334190,2014,Casual
2917,334190,2014,Indie
2918,333680,2014,Indie
2919,258671,2014,Simulation
2920,277739,2014,Simulation
2921,298950,2010,Adventure
2921,298950,2010,Indie
2922,318340,2014,Indie
2922,318340,2014,RPG
2923,294160,2014,Free to Play
2923,294160,2014,Indie
2923,294160,2014,Strategy
2924,318330,2014,Indie
2924,318330,2014,RPG
2925,335740,2014,Adventure
2925,335740,2014,Casual
2926,322410,2014,Education
2927,324070,2014,Action
2927,324070,2014,Indie
2927,324070,2014,Racing
2928,270370,2014,Free to Play
2928,270370,2014,Strategy
2929,337050,2014,Action
2929,337050,2014,Casual
2929,337050,2014,Indie
2930,335320,2005,Action
2931,277753,2014,Simulation
2932,252290,2014,Adventure
2932,252290,2014,Indie
2933,335510,2014,Action
2933,335510,2014,Adventure
2933,335510,2014,RPG
2934,300840,2014,Action
2934,300840,2014,Adventure
2934,300840,2014,Casual
2934,300840,2014,Indie
2935,332830,2014,Casual
2935,332830,2014,Indie
2936,298790,2014,Action
2936,298790,2014,Adventure
2936,298790,2014,Indie
2937,317790,2014,Action
2937,317790,2014,Free to Play
2937,317790,2014,Indie
2938,305800,2012,Action
2938,305800,2012,Indie
2939,316070,2014,Action
2939,316070,2014,Adventure
2939,316070,2014,Indie
2939,316070,2014,Racing
2940,336320,2012,Action
2940,336320,2012,Adventure
2940,336320,2012,Indie
2940,336320,2012,Racing
2941,328890,2013,Casual
2941,328890,2013,Strategy
2942,334810,2014,Action
2942,334810,2014,Strategy
2943,333400,2014,Action
2943,333400,2014,Strategy
2944,334580,2014,Action
2944,334580,2014,Adventure
2944,334580,2014,Simulation
2945,297842,2014,Indie
2945,297842,2014,Simulation
2945,297842,2014,Strategy
2946,337310,2014,Casual
2946,337310,2014,Indie
2947,292140,2014,RPG
2948,337420,2014,Action
2948,337420,2014,Adventure
2948,337420,2014,Casual
2948,337420,2014,Indie
2949,331440,2014,Action
2949,331440,2014,Adventure
2949,331440,2014,Indie
2949,331440,2014,RPG
2950,337710,2014,Action
2950,337710,2014,Indie
2950,337710,2014,RPG
2951,318650,2014,Indie
2951,318650,2014,Strategy
2952,335670,2014,Adventure
2952,335670,2014,Indie
2952,335670,2014,RPG
2953,327960,2016,Adventure
2953,327960,2016,Indie
2953,327960,2016,RPG
2953,327960,2016,Early Access
2954,335640,2014,Action
2955,334230,2014,Indie
2955,334230,2014,RPG
2955,334230,2014,Strategy
2956,332780,2014,Action
2956,332780,2014,Indie
2957,313130,2014,Indie
2958,293480,2014,Adventure
2958,293480,2014,Casual
2958,293480,2014,Indie
2958,293480,2014,RPG
2958,293480,2014,Early Access
2959,336370,2014,Adventure
2959,336370,2014,Indie
2959,336370,2014,RPG
2960,241680,2016,Utilities
2961,295073,2014,Casual
2961,295073,2014,Simulation
2962,295072,2014,Casual
2962,295072,2014,Simulation
2963,295075,2014,Casual
2963,295075,2014,Simulation
2964,295074,2014,Casual
2964,295074,2014,Simulation
2965,338490,2014,Action
2965,338490,2014,Adventure
2965,338490,2014,Casual
2965,338490,2014,Free to Play
2965,338490,2014,Indie
2965,338490,2014,RPG
2965,338490,2014,Strategy
2966,295076,2014,Casual
2966,295076,2014,Simulation
2967,336851,2014,Strategy
2968,336850,2014,Strategy
2969,331350,2014,Action
2970,331351,2014,Action
2971,331353,2014,Action
2972,331352,2014,Action
2973,331354,2014,Action
2974,331356,2014,Action
2975,331355,2014,Action
2976,286040,2014,Action
2976,286040,2014,Indie
2977,335050,2014,Simulation
2978,338030,2014,Action
2978,338030,2014,Adventure
2978,338030,2014,RPG
2978,338030,2014,Early Access
2979,338240,2014,Simulation
2980,338230,2014,Simulation
2981,339120,2014,Action
2981,339120,2014,Adventure
2981,339120,2014,Free to Play
2981,339120,2014,Indie
2982,311340,2014,Action
2982,311340,2014,Adventure
2983,207140,2016,Action
2983,207140,2016,Casual
2983,207140,2016,Indie
2983,207140,2016,Racing
2983,207140,2016,Sports
2984,277752,2014,Simulation
2985,324120,2014,Adventure
2985,324120,2014,Casual
2985,324120,2014,Indie
2986,334290,2014,Indie
2986,334290,2014,Massively Multiplayer
2986,334290,2014,Simulation
2986,334290,2014,Strategy
2987,302830,2014,Action
2987,302830,2014,Free to Play
2987,302830,2014,Early Access
2988,333130,2014,Action
2988,333130,2014,Adventure
2988,333130,2014,Indie
2990,324240,2014,Action
2990,324240,2014,Adventure
2990,324240,2014,Indie
2991,339350,2014,Indie
2991,339350,2014,RPG
2992,335981,2014,Action
2992,335981,2014,Adventure
2992,335981,2014,Strategy
2993,335982,2014,Action
2993,335982,2014,Adventure
2993,335982,2014,Strategy
2994,339510,2014,Indie
2994,339510,2014,RPG
2995,339520,2014,Indie
2995,339520,2014,RPG
2996,322170,2014,Action
2996,322170,2014,Indie
2997,336770,2014,Adventure
2997,336770,2014,Casual
2998,336380,2014,Adventure
2998,336380,2014,Casual
2998,336380,2014,Indie
2999,337070,2015,Utilities
3000,340220,2014,Indie
3000,340220,2014,Strategy
3001,334300,2015,Casual
3001,334300,2015,Indie
3001,334300,2015,Strategy
3002,340570,2015,Casual
3002,340570,2015,Indie
3002,340570,2015,Simulation
3002,340570,2015,Strategy
3002,340570,2015,Early Access
3003,340290,2015,Action
3003,340290,2015,Indie
3004,333760,2015,Action
3004,333760,2015,Indie
3005,338590,2015,Indie
3005,338590,2015,Simulation
3005,338590,2015,Strategy
3006,325138,2015,Simulation
3007,295092,2015,Casual
3007,295092,2015,Simulation
3008,295093,2015,Casual
3008,295093,2015,Simulation
3009,321990,2015,Adventure
3009,321990,2015,Casual
3009,321990,2015,Indie
3010,335991,2015,Action
3010,335991,2015,Adventure
3010,335991,2015,Strategy
3011,339290,2015,Action
3011,339290,2015,Casual
3011,339290,2015,Indie
3012,335990,2015,Action
3012,335990,2015,Adventure
3012,335990,2015,Strategy
3013,338090,2015,Simulation
3014,337270,2015,Adventure
3014,337270,2015,Casual
3014,337270,2015,Indie
3014,337270,2015,RPG
3015,334470,2015,Adventure
3015,334470,2015,Casual
3016,273960,2015,Action
3016,273960,2015,Indie
3016,273960,2015,Simulation
3016,273960,2015,Strategy
3018,338710,2015,Casual
3018,338710,2015,Indie
3018,338710,2015,Strategy
3019,340300,2015,Adventure
3019,340300,2015,Casual
3019,340300,2015,Indie
3020,340890,2014,Indie
3021,316963,2015,Simulation
3022,341380,2014,Adventure
3022,341380,2014,Indie
3023,334690,2015,Action
3023,334690,2015,Adventure
3023,334690,2015,Indie
3024,318874,2015,Action
3024,318874,2015,Adventure
3025,318872,2015,Action
3025,318872,2015,Adventure
3026,318870,2015,Action
3026,318870,2015,Adventure
3027,322080,2015,Action
3027,322080,2015,Indie
3028,318871,2015,Action
3028,318871,2015,Adventure
3029,304540,2007,Action
3029,304540,2007,Sports
3030,337850,2015,Adventure
3030,337850,2015,Indie
3030,337850,2015,RPG
3030,337850,2015,Strategy
3031,340750,2015,Action
3031,340750,2015,Indie
3032,258679,2015,Simulation
3033,299680,2015,Adventure
3033,299680,2015,Casual
3033,299680,2015,Indie
3034,335220,2015,Casual
3034,335220,2015,Indie
3035,303260,2015,Action
3035,303260,2015,Adventure
3035,303260,2015,Indie
3036,325880,2015,Indie
3037,342630,2014,Adventure
3037,342630,2014,Casual
3038,321880,2015,Casual
3038,321880,2015,Indie
3038,321880,2015,RPG
3039,334220,2015,Action
3040,333084,2015,Action
3041,333082,2015,Action
3042,331071,2015,Action
3043,333081,2015,Action
3044,331070,2015,Action
3045,341780,2015,Indie
3045,341780,2015,RPG
3047,277742,2015,Simulation
3048,339800,2015,Indie
3048,339800,2015,RPG
3048,339800,2015,Simulation
3048,339800,2015,Strategy
3050,343780,2015,Casual
3050,343780,2015,Indie
3050,343780,2015,Simulation
3051,343720,2014,Indie
3052,266590,2013,Animation &amp; Modeling
3052,266590,2013,Design &amp; Illustration
3052,266590,2013,Education
3052,266590,2013,Software Training
3052,266590,2013,Utilities
3053,313370,2015,Action
3053,313370,2015,Adventure
3054,304240,2015,Action
3054,304240,2015,Adventure
3055,328740,2014,Action
3055,328740,2014,Adventure
3055,328740,2014,Indie
3055,328740,2014,RPG
3055,328740,2014,Early Access
3056,341210,2015,Adventure
3056,341210,2015,Indie
3056,341210,2015,RPG
3056,341210,2015,Strategy
3057,340330,2015,Adventure
3057,340330,2015,Indie
3057,340330,2015,RPG
3057,340330,2015,Strategy
3058,341320,2015,Indie
3059,341220,2015,Adventure
3059,341220,2015,Indie
3059,341220,2015,RPG
3059,341220,2015,Strategy
3060,339480,2015,Action
3060,339480,2015,RPG
3061,344140,2015,Action
3061,344140,2015,RPG
3062,295690,2015,Action
3062,295690,2015,Adventure
3062,295690,2015,Indie
3063,341720,2015,Casual
3063,341720,2015,Free to Play
3063,341720,2015,Indie
3063,341720,2015,Simulation
3064,345670,2015,Indie
3065,250070,2015,Action
3065,250070,2015,Indie
3066,343290,2015,Action
3066,343290,2015,Indie
3067,313120,2015,Adventure
3067,313120,2015,Indie
3067,313120,2015,Early Access
3068,337220,2015,Indie
3068,337220,2015,Simulation
3068,337220,2015,Strategy
3069,290790,2015,Strategy
3070,345650,2015,Free to Play
3070,345650,2015,Indie
3071,338140,2009,Action
3071,338140,2009,Adventure
3071,338140,2009,Indie
3071,338140,2009,RPG
3072,343510,2015,Indie
3073,345790,2015,Casual
3073,345790,2015,Indie
3073,345790,2015,Simulation
3074,342757,2015,Casual
3074,342757,2015,Simulation
3075,342759,2015,Casual
3075,342759,2015,Simulation
3076,342758,2015,Casual
3076,342758,2015,Simulation
3077,342760,2015,Casual
3077,342760,2015,Simulation
3078,337750,2015,Racing
3079,321430,2015,Action
3079,321430,2015,RPG
3080,313371,2015,Action
3080,313371,2015,Adventure
3081,318411,2015,Action
3081,318411,2015,Adventure
3082,344030,2015,Adventure
3082,344030,2015,Casual
3083,345310,2015,Design &amp; Illustration
3083,345310,2015,Education
3083,345310,2015,Utilities
3084,339381,2015,Simulation
3085,345290,2015,Adventure
3086,345300,2015,Design &amp; Illustration
3086,345300,2015,Education
3087,343430,2015,Adventure
3087,343430,2015,Casual
3088,346640,2015,RPG
3089,335680,2011,Adventure
3089,335680,2011,Casual
3089,335680,2011,Indie
3089,335680,2011,Simulation
3090,342510,2013,Casual
3090,342510,2013,Indie
3090,342510,2013,RPG
3091,331340,2015,Adventure
3091,331340,2015,Indie
3092,343750,2015,Indie
3092,343750,2015,RPG
3093,341060,2015,Action
3093,341060,2015,Adventure
3093,341060,2015,Indie
3094,330180,2015,Action
3094,330180,2015,Indie
3095,345000,2014,Adventure
3095,345000,2014,Indie
3095,345000,2014,RPG
3096,347490,2015,Indie
3096,347490,2015,RPG
3096,347490,2015,Strategy
3097,347491,2015,Indie
3097,347491,2015,RPG
3097,347491,2015,Strategy
3098,347101,2015,Indie
3098,347101,2015,RPG
3098,347101,2015,Strategy
3099,347494,2015,Indie
3099,347494,2015,RPG
3099,347494,2015,Strategy
3100,347492,2015,Indie
3100,347492,2015,RPG
3100,347492,2015,Strategy
3101,347493,2015,Indie
3101,347493,2015,RPG
3101,347493,2015,Strategy
3102,348010,2015,Action
3102,348010,2015,Adventure
3102,348010,2015,Casual
3102,348010,2015,Indie
3102,348010,2015,RPG
3103,339240,2015,Action
3103,339240,2015,Adventure
3103,339240,2015,Indie
3103,339240,2015,Early Access
3104,347103,2015,Indie
3104,347103,2015,RPG
3104,347103,2015,Strategy
3105,346690,2012,Action
3105,346690,2012,Indie
3106,347780,2013,Casual
3106,347780,2013,Indie
3106,347780,2013,RPG
3107,318875,2015,Action
3107,318875,2015,Adventure
3108,343100,2015,Action
3108,343100,2015,Adventure
3108,343100,2015,Casual
3108,343100,2015,Indie
3108,343100,2015,RPG
3108,343100,2015,Strategy
3109,347900,2015,Action
3109,347900,2015,Adventure
3109,347900,2015,Casual
3109,347900,2015,Indie
3109,347900,2015,RPG
3109,347900,2015,Strategy
3110,345090,2015,Casual
3110,345090,2015,Indie
3110,345090,2015,Strategy
3111,208750,2015,Action
3111,208750,2015,Adventure
3111,208750,2015,Indie
3111,208750,2015,RPG
3112,347480,2015,Indie
3113,347560,2015,Adventure
3113,347560,2015,Indie
3113,347560,2015,RPG
3113,347560,2015,Early Access
3114,344730,2015,Action
3114,344730,2015,Adventure
3114,344730,2015,Indie
3114,344730,2015,RPG
3115,313372,2015,Action
3115,313372,2015,Adventure
3116,329200,2015,Adventure
3116,329200,2015,Indie
3117,324360,2015,Action
3117,324360,2015,Indie
3117,324360,2015,Strategy
3117,324360,2015,Early Access
3118,342761,2015,Casual
3118,342761,2015,Simulation
3119,342762,2015,Casual
3119,342762,2015,Simulation
3120,342763,2015,Casual
3120,342763,2015,Simulation
3121,342764,2015,Casual
3121,342764,2015,Simulation
3122,344050,2015,Indie
3122,344050,2015,Strategy
3123,348100,2015,Indie
3123,348100,2015,Strategy
3124,340120,2015,Action
3124,340120,2015,Casual
3125,277759,2015,Simulation
3126,342980,2015,Action
3126,342980,2015,Free to Play
