,id,año,early_access
4616,411020,2015,False
4617,324470,2015,True
4618,407920,2015,False
4619,414030,2015,False
4620,391780,2014,False
4621,327000,2015,True
4622,413850,2015,False
4623,412870,2015,False
4624,395140,2015,False
4625,351060,2015,False
4626,406930,2015,False
4627,402020,2015,False
4628,395270,2015,False
4629,379546,2015,False
4630,373420,2015,False
4631,408170,2015,False
4632,390375,2015,False
4633,390376,2015,False
4634,390374,2015,False
4635,390377,2015,False
4636,390378,2015,False
4638,382466,2015,False
4639,382469,2015,False
4640,414240,2015,False
4641,413680,2015,False
4642,379191,2015,False
4643,344171,2015,False
4644,344172,2015,False
4645,344174,2015,False
4646,344173,2015,False
4647,344176,2015,False
4648,344175,2015,False
4649,282050,2015,False
4650,344178,2015,False
4651,344177,2015,False
4652,409670,2015,False
4653,344170,2015,False
4654,300160,2011,False
4655,401628,2015,False
4656,313101,2015,False
4657,350171,2015,False
4658,401623,2015,False
4659,401624,2015,False
4660,356470,2015,False
4661,401622,2015,False
4662,405030,2015,False
4663,401621,2015,False
4664,401620,2015,False
4665,313102,2015,False
4666,377970,2015,False
4667,408260,2015,False
4668,397430,2015,False
4669,413600,2015,False
4670,408600,2015,False
4671,383680,2015,False
4672,415040,2013,False
4673,415221,2015,False
4674,390290,2015,False
4675,269990,2015,False
4676,378040,2015,False
4677,413991,2015,False
4678,414010,2015,False
4679,392860,2015,False
4680,375040,2015,False
4681,414100,2015,False
4682,347730,2015,False
4683,414710,2015,False
4684,325977,2015,False
4685,397930,2015,False
4686,397910,2015,False
4687,291770,2015,False
4688,374851,2015,False
4689,407620,2015,True
4690,415560,2015,False
4691,397920,2015,False
4692,415550,2015,False
4693,415540,2015,False
4694,415340,2013,False
4695,414670,2013,False
4696,414672,2013,False
4697,414673,2013,False
4698,414675,2013,False
4699,414674,2013,False
4700,413990,2015,False
4701,414671,2013,False
4702,410530,2015,False
4703,410531,2015,False
4704,411010,2015,False
4705,404410,2015,False
4706,345720,2015,False
4707,404800,2015,False
4708,401920,2015,False
4709,406300,2015,False
4710,410440,2016,False
4711,415580,2015,False
4712,314520,2015,False
4713,362290,2015,False
4714,415920,2015,False
4715,409920,2015,False
4716,415730,2015,False
4717,408440,2015,True
4718,416480,2015,False
4719,407300,2015,False
4720,375910,2015,False
4721,385100,2015,False
4722,416100,2015,False
4723,416030,2015,False
4725,409257,2015,False
4726,396540,2015,False
4727,409192,2015,False
4728,409190,2015,False
4729,409191,2015,False
4730,409240,2015,False
4731,409204,2015,False
4732,409194,2015,False
4733,369270,2015,True
4734,385020,2015,False
4735,326013,2015,False
4736,369360,2015,False
4737,355980,2015,False
4738,410040,2015,False
4739,344970,2015,False
4740,326014,2015,False
4741,408101,2015,False
4742,341570,2015,True
4743,397680,2015,False
4744,413900,2015,False
4745,387920,2015,False
4746,413890,2015,False
4747,387921,2015,False
4748,311210,2015,False
4749,409490,2015,True
4750,416400,2015,False
4751,326015,2015,False
4752,411760,2015,False
4753,406210,2015,False
4754,409450,2015,False
4755,400170,2015,False
4756,366843,2015,False
4757,416440,2015,False
4758,329790,2015,False
4759,401460,2015,False
4760,401440,2015,False
4761,418160,2015,False
4762,401470,2015,False
4763,254200,2015,False
4764,401430,2015,False
4765,416800,2015,False
4766,414070,2015,True
4767,414360,2015,False
4768,397360,2015,True
4769,364324,2015,False
4770,266190,2015,True
4771,390384,2015,False
4773,359790,2015,False
4774,390386,2015,False
4775,390385,2015,False
4776,390387,2015,False
4777,341980,2015,False
4778,390388,2015,False
4779,353380,2015,False
4780,414310,2015,False
4781,412520,2015,False
4782,292500,2015,False
4783,410050,2015,False
4784,413910,2015,False
4785,413920,2015,False
4786,411180,2015,False
4787,368690,2015,False
4788,416370,2015,False
4789,412370,2015,False
4790,407451,2015,False
4791,414060,2015,False
4792,414580,2015,False
4793,407450,2015,False
4794,412900,2015,False
4795,417080,2015,False
4796,402970,2015,True
4797,393610,2015,False
4798,356100,2015,False
4799,407800,2015,False
4800,410450,2015,False
4801,379554,2015,False
4802,390870,2015,False
4803,386350,2015,False
4804,290080,2015,False
4805,411680,2015,False
4806,366122,2015,False
4807,366120,2015,False
4808,366121,2015,False
4809,390389,2015,False
4810,391130,2015,False
4811,418110,2015,True
4812,410120,2006,False
4813,419040,2015,False
4814,420320,2015,False
4815,415720,2015,False
4816,410130,2008,False
4817,415710,2015,False
4818,276810,2015,False
4819,415700,2015,False
4820,420731,2015,False
4821,421200,2015,False
4822,385190,2015,False
4823,416630,2015,False
4824,407190,2015,False
4825,420730,2015,False
4826,347470,2015,False
4827,405010,2015,True
4828,416260,2015,True
4829,361890,2009,False
4830,402980,2015,False
4831,378030,2015,False
4832,413490,2015,True
4833,321060,2014,False
4834,411410,2015,False
4835,413000,2015,False
4836,413001,2015,False
4837,378420,2015,False
4838,400780,2015,False
4839,415030,2015,False
4840,391880,2015,False
4841,396520,2015,False
4842,421760,2015,False
4843,411070,2015,False
4844,387010,2015,False
4845,418290,2015,False
4846,396930,2015,False
4847,422280,2015,False
4848,381750,2015,True
4849,407380,2015,False
4850,395460,2015,False
4851,348710,2015,False
4852,415850,2015,False
4854,342600,2015,False
4855,417190,2015,False
4856,348820,2015,False
4857,401850,2015,False
4858,225540,2015,False
4859,414720,2015,False
4860,364710,2015,False
4861,417350,2015,False
4862,416920,2013,False
4863,411110,2015,False
4864,422170,2014,False
4865,390396,2015,False
4866,390397,2015,False
4867,390398,2015,False
4868,390399,2015,False
4869,390400,2015,False
4870,390401,2015,False
4871,301120,2015,False
4872,351910,2015,False
4873,394340,2015,False
4874,424950,2015,False
4875,416220,2015,False
4876,419550,2015,False
4877,419610,2015,False
4878,419620,2015,False
4879,405950,2015,False
4880,412860,2015,True
4881,344190,2015,False
4882,379564,2015,False
4883,419640,2015,False
4884,260291,2015,False
4885,260293,2015,False
4886,260292,2015,False
4887,425100,2015,False
4888,424800,2015,False
4889,417770,2015,False
4890,377870,2015,False
4891,393420,2015,True
4892,415431,2015,False
4893,415430,2015,False
4894,374810,2015,False
4895,412980,2015,False
4896,319830,2015,False
4897,420270,2015,False
4898,424870,2015,False
4899,411560,2015,False
4900,425130,2015,False
4901,395235,2015,False
4902,395236,2015,False
4903,395237,2015,False
4904,395238,2015,False
4905,396170,2015,False
4906,396172,2015,False
4907,396173,2015,False
4908,328220,2015,False
4909,396171,2015,False
4910,395239,2015,False
4911,418430,2016,True
4912,422580,2015,False
4913,416900,2015,False
4914,424210,2015,False
4915,425500,2015,False
4916,349100,2003,False
4917,424240,2015,False
4918,408770,2015,False
4919,420680,2015,False
4920,420030,2015,False
4921,419965,2015,False
4922,376300,2015,False
4923,419964,2015,False
4924,419963,2015,False
4925,419961,2015,False
4926,343464,2015,False
4927,419949,2015,False
4928,419475,2015,False
4929,419962,2015,False
4930,419474,2015,False
4931,419473,2015,False
4932,419960,2015,False
4933,419938,2015,False
4934,419937,2015,False
4935,419934,2015,False
4936,419932,2015,False
4937,409060,2015,False
4939,390210,2015,False
4940,316750,2015,False
4941,420340,2015,False
4942,342200,2015,False
4943,420322,2015,False
4944,299090,2015,False
4945,418140,2015,False
4946,425860,2015,False
4947,424060,2015,False
4948,399070,2015,False
4949,425710,2015,False
4950,427020,2015,False
4951,409600,2015,False
4952,340640,2015,False
4953,325990,2015,False
4954,421810,2015,False
4955,427090,2015,False
4956,422540,2015,False
4957,404190,2015,False
4958,407100,2015,False
4959,407420,2015,False
4960,414651,2015,False
4961,377080,2015,False
4962,420810,2015,False
4963,420821,2015,False
4964,423630,2015,False
4965,360270,2015,False
4966,372250,2015,False
4967,415910,2015,False
4968,398020,2015,False
4969,426730,2015,False
4970,416550,2015,False
4971,424220,2015,False
4972,390407,2015,False
4973,390408,2015,False
4974,390411,2015,False
4975,426630,1993,False
4976,390409,2015,False
4977,344760,2015,False
4978,379568,2015,False
4979,421110,2015,True
4980,377560,2015,False
4981,375520,2015,False
4982,382900,2015,False
4983,388260,2015,False
4984,340320,2015,False
4985,217120,2015,True
4986,423853,2015,False
4987,423850,2015,False
4988,423852,2015,False
4989,418820,2015,False
4990,426100,2015,False
4991,423851,2015,False
4992,414180,2015,False
4993,326340,2015,False
4994,426340,2015,False
4995,426330,2015,False
4996,391050,2015,False
4997,416430,2015,False
4998,426650,2015,False
4999,428800,2015,False
5000,360250,2015,False
5001,413740,2015,True
5002,427950,2015,True
5003,408102,2015,False
5004,424170,2015,False
5005,426040,2015,False
5006,418280,2015,False
5007,429990,2015,False
5008,360730,2015,False
5009,402000,2015,False
5010,410150,2015,False
5011,391100,2015,False
5012,405080,2015,False
5013,428760,2015,False
5014,371020,2015,False
5015,390412,2015,False
5016,360040,2015,False
5017,390414,2015,False
5018,390415,2015,False
5019,390413,2015,False
5020,390417,2015,False
5021,390418,2015,False
5022,401635,2015,False
5023,401626,2015,False
5024,390416,2015,False
5025,405810,2015,False
5026,405032,2015,False
5027,429490,2015,False
5028,368830,2015,False
5029,430940,2015,False
5030,426743,2015,False
5031,426740,2015,False
5032,426741,2015,False
5033,426742,2015,False
5034,414770,2015,True
5035,396890,2015,False
5036,428510,2015,False
5037,430110,2015,False
5038,398310,2015,False
5039,396800,2015,False
5040,376230,2015,False
5041,431060,2015,False
5042,431050,2015,False
5043,422473,2015,False
5044,430080,2016,False
5045,432020,2016,False
5046,432510,2016,False
5047,407340,2016,False
5048,429940,2016,False
5049,410670,2016,False
5050,369230,2016,False
5051,379570,2016,False
5052,421060,2016,False
5053,413800,2016,False
5054,413811,2016,False
5055,413810,2016,False
5056,429700,2016,False
5057,416610,2016,False
5058,422940,2016,True
5059,325987,2016,False
5060,325988,2016,False
5061,431820,2016,False
5062,429901,2016,False
5063,429902,2016,False
5064,420890,2016,False
5065,421160,2016,False
5066,421161,2016,False
5067,374170,2016,True
5068,421162,2016,False
5069,383020,2016,True
5070,429050,2016,True
5071,349150,2016,True
5072,394310,2016,False
5073,372690,2016,False
5074,432970,2016,False
5075,431710,2016,False
5076,431490,2016,False
5077,430182,2016,False
5078,419471,2016,False
5079,419470,2016,False
5080,419472,2016,False
5081,433790,2016,False
5082,376250,2016,False
5083,434610,2013,False
5084,435070,2012,False
5085,342970,2016,False
5086,434150,2016,False
5087,434800,2016,False
5088,429760,2016,False
5089,207340,2016,False
5090,435080,2014,False
5091,323060,2016,False
5092,419460,2016,False
5093,430430,2016,False
5094,359610,2016,False
5095,433390,2016,False
5096,392970,2016,False
5097,379562,2016,False
5098,379560,2016,False
5099,379561,2016,False
5100,360340,2016,False
5101,431840,2016,False
5102,390424,2016,False
5103,390427,2016,False
5104,390425,2016,False
5105,390428,2016,False
5106,390426,2016,False
5107,390429,2016,False
5108,434890,2016,False
5109,417461,2016,False
5110,371430,2016,False
5111,435250,2005,False
5112,357120,2016,False
5113,434940,2016,False
5114,404214,2016,False
5115,404982,2016,False
5116,404217,2016,False
5117,404211,2016,False
5118,404218,2016,False
5119,430220,2016,False
5120,404210,2015,False
5121,363251,2016,False
5122,415960,2016,False
5123,423240,2016,False
5124,426120,2016,False
5125,343150,2016,False
5126,354290,2016,False
5127,431350,2016,False
5128,347060,2016,False
5129,429060,2016,False
5130,313240,2016,False
5131,433130,2016,False
5132,420640,2016,False
5133,390460,2016,False
5134,425840,2016,False
5135,314370,2016,False
5136,433730,2016,False
5137,435140,2016,False
5138,434500,2016,False
5139,428740,2016,False
5140,434250,2016,False
5141,414840,2016,False
5142,412390,2016,False
5143,388880,2016,False
5144,433430,2016,False
5145,434380,2016,False
5146,326025,2016,False
5147,325965,2016,False
5148,427720,2016,False
5149,428950,2016,False
5150,406310,2016,False
5151,326024,2016,False
5152,367500,2016,False
5153,387370,2016,False
5154,432630,2016,False
5155,422220,2016,False
5156,296030,2016,False
5157,382460,2016,False
5158,433110,2016,False
5159,281200,2016,False
5160,407474,2016,False
5161,372190,2016,False
5162,403690,2016,False
5163,435240,2016,False
5164,251110,2016,False
5165,432450,2016,False
5166,401210,2016,False
5167,436251,2016,False
5168,436250,2016,False
5169,358080,2016,True
5170,352440,2016,False
5171,419810,2016,False
5172,434120,2015,False
5173,433360,2016,False
5174,435450,2016,False
5175,400030,2014,False
5176,406140,2016,False
5177,387990,2016,True
5178,417480,2016,False
5179,385810,2016,False
5180,435780,2016,False
5181,370560,2016,False
5182,384480,2016,False
5183,429920,2016,False
5184,419220,2015,False
5185,281610,2016,False
5186,436550,2016,False
5187,424010,2016,False
5188,427790,2016,False
5189,225840,1999,False
5190,362370,2016,False
5191,404570,2016,False
5192,438060,2016,False
5193,438062,2016,False
5194,438061,2016,False
5195,438071,2016,False
5196,438070,2016,False
5197,427770,2016,False
5198,432010,2016,False
5199,389430,2016,False
5200,400880,2016,False
5201,432810,2016,False
5202,385030,2016,False
5203,435040,2015,False
5204,433830,2016,False
5205,426560,2016,False
5206,423700,2016,False
5207,299340,2016,False
5208,379556,2016,False
5209,417463,2016,False
5210,379557,2016,False
5211,210970,2016,False
5212,390437,2016,False
5213,390438,2016,False
5214,390436,2016,False
5215,390439,2016,False
5216,405310,2016,False
5217,418221,2016,False
5218,422480,2016,False
5219,411350,2015,False
5220,393330,2010,False
5221,438110,2016,False
5222,414860,2016,False
5223,355960,2016,False
5224,390930,2016,False
5225,394040,2016,False
5226,431460,2016,False
5227,430240,2016,False
5228,436860,2016,False
5229,393320,2010,False
5230,435230,2016,True
5231,437060,2016,False
5232,435420,2005,False
5233,359350,2016,False
5234,334780,2016,False
5235,409340,2016,True
5236,413814,2016,False
5237,413817,2016,False
5238,425560,2016,False
5239,434570,2016,False
5240,438440,2016,True
5241,353130,2016,False
5242,429680,2016,False
5243,433920,2016,False
5244,438030,2016,False
5245,433640,2016,False
5246,362160,2016,False
5247,434950,2016,False
5248,389050,2016,True
5249,372360,2016,False
5250,406110,2016,False
5251,428180,2016,True
5252,428210,2016,False
5253,433120,2016,False
5254,415240,2016,False
5255,391510,2016,False
5256,434880,2016,False
5257,422420,2016,True
5258,330500,2016,False
5259,379567,2016,False
5260,379566,2016,False
5261,438360,2016,False
5262,334210,2016,False
5263,431610,2012,False
5265,429720,2016,False
5266,441810,2016,False
5267,362020,2016,False
5268,438560,2016,False
5270,438390,2016,False
5271,425530,2016,False
5272,437430,2016,False
5273,326027,2016,False
5274,408180,2016,False
5275,441240,2016,False
5276,346610,2016,True
5277,440740,2016,False
5278,419050,2016,False
5279,325724,2016,False
5280,417410,2016,False
5281,364390,2016,False
5282,411330,2004,False
5283,438600,2016,False
5284,432580,2016,False
5285,359600,2016,False
5286,390446,2016,False
5287,435840,2016,False
5288,390447,2016,False
5289,431290,2016,False
5290,326044,2016,False
5291,326043,2016,False
5292,440470,2016,False
5293,432780,2016,False
5294,441600,2016,False
5295,438710,2016,False
5296,443300,2016,False
5297,440770,2016,True
5298,430250,2016,False
5299,442020,2016,False
5300,314240,2016,False
5301,436190,2016,False
5302,429020,2016,True
5303,409440,2016,False
5304,351330,2016,False
5305,436950,2016,False
5306,339440,2016,True
5307,395350,2016,False
5308,426170,2016,False
5309,431680,2016,False
5310,432130,2016,False
5311,322430,2016,False
5312,393390,2016,True
5313,415860,2016,True
5314,444320,2016,False
5315,433570,2016,False
5316,423270,2016,False
5317,429200,2016,False
5318,434260,2016,False
5319,376932,2016,False
5320,436790,2016,False
5321,437880,2016,False
5322,439930,2016,False
5323,388120,2016,False
5324,428340,2016,False
5325,400810,2016,False
5326,440760,2016,False
5327,444820,2016,False
5328,427930,2016,False
5329,428710,2016,False
5330,436110,2016,False
5331,443400,2016,False
5332,435300,2016,False
5333,391720,2016,False
5334,430330,2016,False
5335,436510,2016,True
5336,410760,2016,False
5337,394260,2016,False
5338,425110,2016,False
5339,310950,2016,False
5340,444680,2016,False
5341,365510,2016,False
5342,444780,2016,False
5343,379544,2016,False
5344,379583,2016,False
5345,418360,2016,False
5346,435510,2016,False
5347,433270,2010,False
5348,444410,2016,False
5349,441540,2012,False
5350,404850,2016,False
5351,406940,2016,False
5352,427675,2016,False
5353,425760,2016,False
5354,399530,2016,False
5355,427676,2016,False
5356,440950,2016,False
5357,392000,2016,False
5358,438270,2016,False
5359,404980,2016,False
5360,434680,2016,False
5361,439740,2016,True
5362,439390,2016,False
5363,437710,2016,False
5364,405050,2016,False
5365,402060,2016,False
5366,385670,2016,False
5367,402150,2016,False
5369,443980,2016,False
5370,262120,2016,False
5371,443780,2016,False
5372,444940,2016,False
5373,382990,2016,False
5374,434820,2016,False
5375,433850,2016,True
5376,253490,2016,False
5377,434860,2016,False
5378,440390,2016,False
5379,412560,2016,False
5380,399120,2016,False
5381,441760,2016,False
5382,430190,2016,False
5383,443660,2016,False
5384,411650,2016,False
5385,429610,2016,False
5386,444160,2016,False
5387,350090,2016,False
5388,440530,2016,False
5389,444430,2016,False
5390,246620,2016,False
5391,403940,2016,False
5392,413410,2016,False
5393,433490,2016,False
5394,258659,2016,False
5395,431730,2016,False
5396,432760,2016,False
5397,445450,2016,False
5398,444000,2016,False
5399,434530,2016,True
5400,445380,2016,False
5401,429690,2016,False
5402,442290,2016,False
5403,296010,2016,False
5404,434780,2016,False
5405,358460,2016,False
5406,442820,2016,False
5407,433460,2016,False
5408,323910,2016,False
5409,436450,2016,False
5410,434910,2016,False
5411,434070,2016,False
5412,442100,2016,False
5413,441870,2016,False
5414,426060,2016,False
5415,442101,2016,False
5416,438340,2016,False
5417,444580,2016,False
5418,440690,2016,False
5419,376933,2016,False
5420,390456,2016,False
5421,394830,2016,False
5422,390458,2016,False
5423,390457,2016,False
5424,390459,2016,False
5425,436570,2016,False
5426,436571,2016,False
5427,445920,2016,False
5428,354280,2016,False
5429,419080,2016,False
5430,402660,2016,False
5431,417465,2016,False
5432,404250,2016,False
5433,438810,2016,False
5434,379576,2016,False
5435,379582,2016,False
5436,379543,2016,False
5437,440810,2016,False
5438,336210,2016,True
5439,318600,2016,False
5440,427820,2016,False
5441,435190,2016,False
5442,435200,2016,False
5443,446890,2016,False
5444,444220,2016,False
5445,425040,2016,False
5446,425210,2016,False
5447,377590,2016,False
5448,396480,2016,False
5449,326023,2016,False
5450,411030,2016,False
5451,435175,2016,False
5452,435170,2016,False
5453,445080,2016,False
5454,435173,2016,False
5455,435177,2016,False
5456,435172,2016,False
5457,435176,2016,False
5458,435174,2016,False
5459,435171,2016,False
5460,439700,2016,False
5461,268360,2016,False
5462,373410,2016,True
5463,405900,2016,False
5464,439541,2016,False
5465,447300,2016,False
5466,439540,2016,False
5467,445440,2016,False
5468,441940,2016,False
5469,427030,2016,False
5470,423750,2016,False
5471,420440,2016,False
5472,415800,2016,False
5473,447890,2016,False
5474,442260,2016,False
5475,444040,2016,False
5476,440820,2016,False
5477,428530,2016,False
5478,395850,2016,False
5479,438040,2016,False
5480,445170,2016,False
5481,443530,2016,False
5482,434180,2013,False
5483,412130,2016,True
5484,392440,2016,False
5485,446980,2016,False
5486,444950,2016,False
5487,430960,2016,False
5488,441720,2016,False
5489,442000,2016,False
5490,424250,2016,False
5491,433960,2016,True
5492,448750,2016,False
5493,401690,2016,False
5494,440340,2016,False
5495,413540,2016,False
5496,434970,2016,False
5497,434390,2016,False
5498,442310,2016,False
5499,372810,2016,False
5500,322500,2016,False
5501,447480,2016,False
5502,431860,2016,False
5503,443850,2016,False
5504,442500,2016,False
5505,444280,2016,False
5506,434700,2016,False
5507,381320,2016,False
5508,440880,2016,False
5509,326047,2016,False
5510,352950,2016,False
5511,407830,2016,False
5512,435570,2016,False
5513,402040,2016,False
5514,355560,2016,False
5515,441700,2016,False
5516,402340,2016,False
5517,450150,2016,False
5518,445710,2016,False
5519,441710,2016,False
5521,374620,2016,False
5522,432290,2016,False
5523,449600,2016,False
5524,440380,2016,False
5525,449360,2016,False
5526,428550,2016,False
5527,443470,2016,False
5528,446460,2003,False
5529,446480,2016,False
5530,446470,2016,False
5531,446440,2016,False
5532,433210,2015,False
5533,450780,2016,False
5534,449350,2016,False
5535,421670,2016,False
5536,431410,2016,False
5537,420160,2016,False
5538,449601,2016,False
5539,371870,2016,False
5540,449603,2016,False
5541,449602,2016,False
5542,389510,2016,False
5543,416424,2016,False
5545,438690,2016,False
5546,427860,2016,False
5547,437702,2016,False
5548,365590,2016,False
5549,366690,2016,False
5550,437700,2016,False
5551,437701,2016,False
5552,412310,2016,True
5553,408880,2016,False
5554,434062,2016,False
5555,434061,2016,False
5556,438140,2016,False
5557,440040,2016,False
5558,438150,2016,False
5559,440050,2016,False
5560,440030,2016,False
5561,379586,2016,False
5562,379587,2016,False
5563,379588,2016,False
5564,429908,2016,False
5565,430310,2016,False
5566,430311,2016,False
5567,430316,2016,False
5568,430317,2016,False
5569,400551,2016,False
5570,430315,2016,False
5571,436576,2016,False
5572,322630,2016,False
5573,436577,2016,False
5574,334370,2016,False
5575,419240,2015,False
5576,451140,2016,False
5577,336030,2016,False
5578,431220,2015,False
5579,353890,2016,False
5580,448350,2016,False
5581,397860,2015,False
5582,448010,2015,False
5583,446960,2016,False
5584,379980,2016,False
5585,450840,2016,False
5586,446430,2016,False
5587,406720,2016,False
5588,304190,2016,False
5589,236870,2016,False
5590,448790,2016,False
5591,429250,2016,False
5592,436580,2016,False
5593,357490,2016,False
5594,448000,2016,False
5595,446860,2016,False
5596,416420,2016,False
5597,454080,2016,False
5598,443940,2016,False
5599,454110,2016,False
5600,454660,2016,False
5601,381160,2016,False
5602,436581,2016,False
5603,436582,2016,False
5604,378041,2016,False
5605,436584,2016,False
5606,436583,2016,False
5607,356040,2016,False
5609,444460,2016,True
5610,450080,2016,False
5611,447970,2016,False
5612,439920,2016,False
5613,454791,2015,False
5614,446380,2016,False
5615,454790,2015,False
5616,448400,2016,False
5617,387400,2016,False
5618,352050,2016,False
5619,445341,2016,False
5620,445340,2016,False
5621,441680,2016,False
5622,428600,2016,False
5623,428601,2016,False
5624,428602,2016,False
5625,413480,2016,False
5626,413170,2016,False
5627,449200,2016,False
5628,449040,2016,False
5629,454190,2016,False
5630,96100,2016,False
5631,451030,2016,False
5632,368150,2016,False
5633,436587,2016,False
5634,456040,2016,False
5635,454330,2017,False
5636,455451,2016,False
5637,299910,2016,False
5638,449720,2016,False
5639,456120,2016,False
5640,406830,2015,False
5641,436588,2016,False
5642,433241,2016,False
5643,454740,2016,False
5644,453790,2016,False
5645,317320,2016,False
5646,444770,2016,False
5647,450890,2016,False
5648,450870,2016,False
5649,453730,2016,False
5650,367140,2016,False
5651,406170,2016,False
5652,408960,2016,False
5653,456890,2016,False
5655,454510,2016,False
5656,403850,2016,False
5657,400020,2016,False
5658,449950,2016,False
5659,384330,2016,False
5660,446830,2016,False
5661,421120,2016,False
5662,434000,2016,False
5663,455370,2016,False
5664,448380,2016,False
5665,412460,2016,False
5666,397100,2016,True
5667,455970,2016,False
5668,424850,2016,True
5669,449500,2016,False
5670,449680,2016,False
5671,397390,2016,False
5672,451920,2016,False
5673,393820,2016,True
5674,450650,2016,False
5675,372000,2016,False
5676,439900,2016,False
5678,453330,2016,False
5680,446330,2016,False
5681,445262,2016,False
5682,429310,2016,False
5683,445260,2016,False
5684,431320,2016,False
5685,439500,2016,False
5686,426860,2016,False
5687,446310,2013,False
5688,439501,2016,False
5689,438780,2016,False
5690,433500,2016,False
5691,436589,2016,False
5692,436590,2016,False
5693,436592,2016,False
5694,436593,2016,False
5695,436591,2016,False
5696,440720,2016,True
5697,428563,2016,False
5698,428564,2016,False
5699,457710,2014,False
5700,440914,2016,False
5701,257850,2016,False
5703,422980,2016,False
5704,441060,2016,False
5705,437000,2016,False
5707,345990,2016,False
5708,420500,2016,False
5710,419110,2016,False
5711,448610,2016,False
5713,448570,2016,True
5714,442770,2016,False
5716,456430,2016,False
5717,400360,2016,False
5718,456470,2016,False
5719,457490,2016,False
5721,457450,2016,False
5722,420550,2016,True
5723,327220,2015,False
5724,432990,2016,False
5725,449220,2016,False
5738,436121,2016,False
5739,436120,2016,False
5740,443720,2016,False
5741,458030,2016,True
5750,358830,2016,False
5751,439690,2016,False
5753,65217,2016,False
5755,428603,2016,False
5756,428605,2016,False
5757,428604,2016,False
5758,444800,2016,False
5759,408240,2016,False
5760,376941,2016,False
5761,376940,2016,False
5762,405550,2016,False
5763,425380,2016,False
5764,427640,2015,False
5765,443580,2016,False
5766,434540,2016,False
5767,461020,2016,False
5768,446250,2016,False
5769,444390,2016,False
5770,423800,2016,False
5771,443970,2016,False
5772,338310,2016,False
5773,394010,2016,True
5774,436410,2016,True
5775,455980,2016,True
5776,377140,2016,True
5777,452960,2016,False
5778,427470,2016,False
5779,456280,2016,False
5780,460740,2016,False
5781,436598,2016,False
5782,436599,2016,False
5783,436600,2016,False
5784,436601,2016,False
5785,411870,2016,False
5786,388475,2016,False
5787,450550,2016,False
5788,453820,2016,False
5789,406290,2016,False
5790,451710,2016,False
5791,405530,2016,True
5792,431500,2016,False
5793,432720,2016,True
5794,439940,2016,False
5795,461010,2016,False
5796,408640,2016,False
5797,461090,2016,False
5798,462550,2016,False
5799,458820,2016,False
5800,457610,2016,False
5801,461400,2016,True
5802,366260,2016,False
5803,452890,2016,False
5804,397170,2016,False
5805,414290,2016,False
5806,432480,2016,True
5807,431430,2016,False
5808,462740,2016,False
5810,460030,2016,False
5811,445130,2016,False
5812,415150,2016,False
5813,424780,2016,False
5814,459240,2016,False
5815,458380,2016,False
5816,300260,2016,True
5819,461200,2016,False
5820,458400,2016,False
5821,394540,2016,False
5823,444870,2016,False
5824,436607,2016,False
5825,435111,2016,False
5826,365200,2016,False
5827,463850,2016,False
5828,455830,2016,False
5829,371010,2015,False
5830,425440,2016,False
5831,376934,2016,False
5832,394160,2016,False
5833,463990,2016,False
5834,375210,2016,False
5835,403400,2016,False
5836,403410,2016,False
5837,403430,2016,False
5838,454800,2016,False
5839,411370,2016,False
5840,463010,2016,False
5841,462220,2016,False
5842,429280,2016,False
5843,444250,2017,False
5844,461140,2016,False
5845,446020,2016,True
5846,455030,2016,False
5847,451640,2016,False
5848,454030,2016,False
5849,464640,2016,False
5850,451680,2016,False
5851,463320,2016,False
5852,428830,2016,False
5853,464380,2016,False
5854,433744,2016,False
5855,453440,2016,False
5856,464860,2016,False
5857,427250,2016,False
5858,427390,2011,False
5859,462460,2015,False
5860,462170,2016,False
5861,427350,2001,False
5862,427300,1995,False
5863,427360,1987,False
5864,427370,2000,False
5865,427320,2004,False
5866,421370,1993,False
5867,427310,2001,False
5868,453450,2016,False
5869,416560,2013,False
5870,416520,2012,False
5871,417590,2013,False
5872,417610,2014,False
5873,426500,2009,False
5874,426530,2012,False
5875,453920,2016,False
5876,426540,2013,False
5877,426420,2013,False
5878,426520,2010,False
5879,426510,2010,False
5880,417640,2012,False
5881,417630,2010,False
5882,441170,2006,False
5883,441160,2005,False
5884,421460,2008,False
5885,421470,2009,False
5886,421490,2011,False
5887,421480,2010,False
5888,421450,2007,False
5889,417580,2013,False
5890,426470,2004,False
5891,426480,2005,False
5892,417560,1994,False
5893,426440,1987,False
5894,417670,2010,False
5895,441150,1998,False
5896,437240,2010,False
5897,441100,2003,False
5898,441090,2006,False
5899,441180,2005,False
5900,441200,2006,False
5901,441080,1993,False
5902,441210,2002,False
5903,426350,2007,False
5904,437260,2011,False
5905,426450,1991,False
5906,441140,2009,False
5907,441190,2013,False
5908,410810,2016,False
5909,441120,2003,False
5910,379210,2016,True
5911,421240,1998,False
5912,458060,2016,False
5913,464130,2016,False
5914,332410,2016,False
5915,449710,2016,False
5916,338130,2016,False
5917,428940,2015,False
5918,397320,2016,False
5919,461520,2016,False
5920,454420,2016,False
5921,463390,2016,False
5922,363250,2016,False
5923,455270,2016,False
5924,464180,2016,False
5925,455280,2016,False
5926,464230,2016,False
5927,463310,2016,False
5928,444210,2016,False
5929,370940,2016,False
5930,251270,2016,False
5931,350271,2016,False
5932,434490,2016,False
