,id,ano,sentiment
5973,426923,2016,1 user reviews
5974,426924,2016,1 user reviews
5975,464810,2016,Positive
5976,456050,2016,Positive
5977,463750,2016,Positive
5978,436160,2016,Mixed
5979,426925,2016,2 user reviews
5980,462950,2016,Mixed
5981,443650,2016,Mostly Positive
5983,458530,2016,1 user reviews
5984,387290,2016,Overwhelmingly Positive
5985,465980,2016,Positive
5986,466390,2016,Very Positive
5987,465691,2016,1 user reviews
5988,387984,2016,Positive
5989,456440,2016,Positive
5990,462730,2008,Mixed
5992,458830,2016,Mixed
5993,457600,2016,Mixed
5994,461040,2016,Positive
5995,367890,2015,3 user reviews
5996,399836,2016,2 user reviews
5997,444790,2016,Mostly Negative
5998,461890,2016,Mixed
6000,463210,2016,Very Positive
6001,439960,2016,Mixed
6002,438130,2016,Very Positive
6003,366230,2016,Positive
6005,461280,2017,2 user reviews
6006,376945,2016,Mixed
6008,362350,2016,Mixed
6010,222573,2016,Positive
6011,463000,2016,Mostly Negative
6013,271240,2016,Mostly Positive
6014,329280,2016,Mixed
6015,446450,2016,9 user reviews
6016,461130,2016,3 user reviews
6017,462280,2016,7 user reviews
6018,433745,2016,8 user reviews
6019,454560,2016,Mostly Negative
6020,465600,2016,Mostly Positive
6021,340680,2016,3 user reviews
6022,462830,2016,Mostly Negative
6023,433746,2016,Mostly Positive
6024,436430,2016,1 user reviews
6025,433380,2016,Mixed
6026,386080,2016,Mostly Positive
6029,377480,2016,Mixed
6030,448260,2016,Mixed
6032,448050,2016,Positive
6033,460890,2016,Positive
6034,463710,2016,9 user reviews
6035,456810,2016,Mostly Positive
6037,441850,2016,1 user reviews
6041,446010,2016,7 user reviews
6042,303290,2016,Very Positive
6043,464720,2016,2 user reviews
6044,467300,2016,9 user reviews
6045,463050,2016,Negative
6046,445420,2011,Positive
6047,453400,2016,Positive
6048,459020,2016,Mixed
6050,464630,2016,7 user reviews
6051,463040,2016,Mostly Negative
6052,465000,2016,Mostly Positive
6053,449470,2016,Mixed
6054,465020,2016,Positive
6056,463360,2016,2 user reviews
6057,396700,2016,Positive
6058,465130,2016,Very Positive
6059,443070,2016,2 user reviews
6060,321400,2016,Mostly Positive
6061,465832,2016,1 user reviews
6062,464900,2016,Positive
6064,370910,2016,Very Positive
6066,373880,2016,Mixed
6067,433750,2016,Mixed
6068,428540,2016,Positive
6069,436617,2016,1 user reviews
6070,436612,2016,1 user reviews
6075,288140,2016,Mixed
6076,449390,2016,Positive
6077,448020,2016,Mostly Positive
6078,394230,2016,Mixed
6079,385560,2016,Very Positive
6082,452950,2016,8 user reviews
6084,453090,2016,Very Positive
6087,467100,2007,1 user reviews
6088,467160,2009,2 user reviews
6090,467140,2010,1 user reviews
6092,467130,2011,1 user reviews
6093,405000,2016,Very Positive
6094,408110,2016,Very Positive
6095,461880,2016,Mostly Negative
6098,471310,2016,1 user reviews
6099,461580,2016,4 user reviews
6100,420790,2016,Mostly Positive
6101,461820,2016,Very Positive
6103,436622,2016,1 user reviews
6104,350110,2016,Mixed
6105,449391,2016,8 user reviews
6107,425150,2016,Mixed
6110,436620,2016,1 user reviews
6111,463220,2016,Mostly Positive
6112,471450,2016,7 user reviews
6114,465930,2016,Mostly Positive
6115,464190,2004,2 user reviews
6116,469730,2016,Very Positive
6117,384380,2015,Mixed
6118,444670,2016,Very Positive
6119,460960,2016,Very Positive
6120,466580,2016,3 user reviews
6121,471240,2016,3 user reviews
6123,406670,2016,8 user reviews
6124,351990,2016,Very Positive
6125,325976,2016,Positive
6127,468490,2016,Very Positive
6128,447000,2016,Positive
6129,413500,2016,Positive
6131,359870,2016,Very Positive
6132,462580,2016,2 user reviews
6133,433910,2016,Very Positive
6134,466490,2016,Mostly Negative
6135,468410,2016,Very Positive
6136,467000,2016,Mixed
6137,449420,2016,2 user reviews
6138,433090,2016,Mixed
6141,363520,2016,Mixed
6142,456600,2016,9 user reviews
6144,450260,2015,3 user reviews
6147,453270,2016,Mixed
6150,450310,2014,1 user reviews
6152,450230,2011,1 user reviews
6158,452270,2000,2 user reviews
6161,452300,1998,1 user reviews
6162,452350,2009,1 user reviews
6166,452360,2004,2 user reviews
6168,303310,2016,Very Positive
6170,465230,2016,1 user reviews
6171,458790,2013,Positive
6172,461640,2016,Very Positive
6173,473520,2014,Mixed
6174,473510,2016,Positive
6175,467930,2016,Mostly Positive
6176,427400,2004,1 user reviews
6177,462660,2016,5 user reviews
6178,466210,2016,Mostly Negative
6179,473430,2016,4 user reviews
6181,467210,2016,Very Positive
6182,473850,2016,Mostly Positive
6183,223100,2016,Mixed
6184,283640,2016,Very Positive
6185,402310,2016,Very Positive
6186,445990,2016,Mixed
6187,449392,2016,7 user reviews
6188,471650,2016,Mixed
6189,473560,2016,Mixed
6190,462470,2016,6 user reviews
6191,388830,2016,1 user reviews
6192,366270,2016,Positive
6193,471170,2009,Mixed
6194,254320,2016,Very Positive
6195,368640,2016,Very Positive
6199,468800,2016,Mostly Positive
6200,440150,2016,Positive
6202,443730,2016,Very Positive
6203,463440,2016,1 user reviews
6204,448310,2016,Mostly Positive
6205,475180,2016,Mostly Negative
6207,453620,2016,Positive
6209,395100,2016,2 user reviews
6210,372490,2016,6 user reviews
6213,343961,2016,Mixed
6214,461380,2016,Mixed
6215,458750,2016,Positive
6216,467950,2016,Mostly Positive
6217,464240,2016,Mixed
6218,467850,2016,Mixed
6219,470691,2016,7 user reviews
6220,466790,2016,Mostly Negative
6221,364880,2016,1 user reviews
6222,460970,2011,8 user reviews
6223,471570,2016,Positive
6224,463810,2016,4 user reviews
6226,434520,2016,Mostly Positive
6227,449394,2016,Very Positive
6228,466020,2016,5 user reviews
6229,474910,2016,Mixed
6230,454600,2016,Mixed
6231,473670,2016,Mixed
6235,436630,2016,2 user reviews
6236,466420,2016,Mixed
6237,452981,2016,1 user reviews
6238,452982,2016,2 user reviews
6239,415740,2016,Mostly Positive
6240,436470,2016,Positive
6241,472740,2016,3 user reviews
6242,467520,2016,Mixed
6243,405960,2015,Mixed
6244,461030,2016,Positive
6245,453770,2016,Mixed
6246,453320,2016,6 user reviews
6247,407940,2016,Positive
6248,473660,2016,2 user reviews
6249,441510,2016,5 user reviews
6250,451900,2016,Mixed
6251,478210,2016,Mixed
6252,470190,2016,7 user reviews
6253,363990,2016,Positive
6254,437520,2016,Positive
6255,466170,2016,Very Positive
6256,411910,2016,Mostly Positive
6257,472490,2016,Positive
6258,454260,2016,4 user reviews
6259,473840,1999,Positive
6263,476240,2016,Very Positive
6264,449300,2016,Mixed
6265,463460,2016,Mostly Positive
6266,481490,2016,1 user reviews
6269,436632,2016,1 user reviews
6271,463980,2016,Very Positive
6272,310370,2016,Mostly Positive
6273,460390,2016,Positive
6275,391550,2016,Mixed
6276,461241,2016,Positive
6277,474010,2016,Mixed
6278,436633,2016,2 user reviews
6279,420825,2016,Mostly Positive
6280,420824,2016,Mixed
6281,477290,2016,Positive
6282,487050,2016,1 user reviews
6283,479100,2016,Mixed
6284,485890,2016,Mixed
6285,482300,2016,Mostly Positive
6287,486360,2016,Mostly Positive
6288,431850,2016,Positive
6289,457080,2016,2 user reviews
6290,467031,2016,2 user reviews
6291,361280,2016,Very Positive
6292,468280,2016,Positive
6293,459040,2016,5 user reviews
6294,455460,2016,Mixed
6295,455200,2016,8 user reviews
6296,485760,2016,Mostly Positive
6297,366849,2016,Very Positive
6298,464511,2016,1 user reviews
6300,464522,2016,2 user reviews
6301,464513,2016,1 user reviews
6302,482221,2016,4 user reviews
6303,482222,2016,4 user reviews
6304,380750,2016,Mostly Positive
6305,467960,2016,Very Positive
6306,453300,2016,Mostly Positive
6307,385380,2016,Very Positive
6309,476880,2016,Mostly Negative
6310,485860,2016,Mostly Positive
6313,476450,2016,Mostly Positive
6314,466030,2016,1 user reviews
6315,442050,2016,Mixed
6316,482420,2016,Mostly Positive
6317,468726,2016,Positive
6318,436280,2016,Mixed
6319,483790,2016,3 user reviews
6320,485560,2016,4 user reviews
6321,487020,2016,Positive
6323,486210,2016,Positive
6325,487370,2016,Mostly Positive
6326,467230,2015,5 user reviews
6327,488750,2016,1 user reviews
6328,463270,2016,Very Positive
6332,464410,2012,Mostly Positive
6333,464420,2012,Positive
6334,464430,2013,9 user reviews
6335,340770,2016,Very Positive
6337,486820,2016,Mostly Negative
6338,488890,2016,Mixed
6339,295193,2016,1 user reviews
6341,442810,2016,Mixed
6345,432030,2016,7 user reviews
6346,366620,2016,Mixed
6347,487420,2016,4 user reviews
6351,462611,2016,1 user reviews
6352,477821,2016,Very Positive
6353,456200,2016,Very Positive
6354,411610,2016,Positive
6355,477750,2015,Mixed
6356,431640,2016,Mixed
6357,291090,2012,Mixed
6358,463870,2016,Mixed
6361,430290,2016,Positive
6362,485010,2016,2 user reviews
6363,473710,2016,Mostly Negative
6364,488700,2016,1 user reviews
6365,485620,2016,Mostly Positive
6368,462081,2016,3 user reviews
6369,400490,2016,Mostly Positive
6370,462210,2016,1 user reviews
6371,462211,2016,4 user reviews
6373,462083,2016,2 user reviews
6374,350640,2016,Mostly Positive
6375,435480,2016,Mixed
6376,466060,2016,5 user reviews
6377,489700,2016,3 user reviews
6378,484890,2016,6 user reviews
6379,488280,2016,Very Positive
6380,490860,2016,Positive
6385,458450,2016,7 user reviews
6386,491160,2016,Mostly Positive
6388,485600,2016,Positive
6389,454180,2016,Mixed
6390,488580,2016,Mixed
6391,436641,2016,1 user reviews
6392,485080,2010,Mixed
6393,490330,2016,Mostly Positive
6394,484860,2016,Mixed
6395,466070,2016,2 user reviews
6396,487520,2016,2 user reviews
6397,458330,2016,Positive
6398,490230,2016,Very Positive
6400,457087,2016,Mostly Positive
6408,486190,2016,2 user reviews
6413,478057,2016,1 user reviews
6416,478033,2016,2 user reviews
6417,478030,2016,3 user reviews
6421,478053,2016,1 user reviews
6427,488500,2016,3 user reviews
6428,459490,2016,3 user reviews
6429,376956,2016,Mixed
6430,464800,2016,Mixed
6431,491580,2016,Mostly Positive
6432,491330,2016,Very Positive
6433,431260,2016,Mostly Positive
6434,450190,2016,Mostly Positive
6435,489470,2007,Mostly Negative
6437,489730,2016,1 user reviews
6438,376240,2014,Positive
6442,487300,2016,2 user reviews
6443,433800,2012,Mixed
6444,455990,2016,2 user reviews
6445,450530,2016,Mostly Negative
6447,463110,2016,Mostly Positive
6448,466100,2016,1 user reviews
6449,363530,2016,Mostly Negative
6450,391310,2016,Mostly Positive
6452,455400,2016,Very Positive
6453,460940,2016,Mixed
6454,490380,2016,Mostly Negative
6456,407320,2016,Positive
6458,417620,2015,1 user reviews
6459,476051,2016,5 user reviews
6460,476052,2016,7 user reviews
6461,486850,2016,Mostly Positive
6462,493760,2016,Negative
6463,458510,2016,Mostly Positive
6464,464780,2016,Very Positive
6465,493950,2016,Positive
6468,492330,2016,1 user reviews
6470,453700,2016,4 user reviews
6471,488130,2016,Mixed
6472,492480,2016,4 user reviews
6473,493070,2016,9 user reviews
6474,488140,2016,Positive
6475,492370,2013,Positive
6476,479060,2016,Mostly Positive
6477,479061,2016,5 user reviews
6478,493610,2016,8 user reviews
6479,340030,2016,Negative
6480,467600,2016,1 user reviews
6482,494392,2016,7 user reviews
6483,467780,2016,Positive
6485,490320,2016,8 user reviews
6486,398150,2016,Positive
6487,494080,2016,2 user reviews
6488,438640,2016,Mostly Positive
6489,441480,2016,3 user reviews
6490,466541,2016,7 user reviews
6491,439241,2016,Mixed
6493,489610,2016,Very Positive
6494,494630,2016,Mixed
6495,468460,2016,Mostly Positive
6496,489750,2016,3 user reviews
6497,493730,2016,Positive
6499,423369,2016,Mixed
6500,492640,2016,2 user reviews
6502,490390,2016,Very Positive
6503,486040,2016,2 user reviews
6504,485000,2016,Mixed
6505,437870,2016,Mixed
6506,488370,2001,1 user reviews
6508,369030,2016,Mixed
6510,462990,2016,Very Positive
6511,496360,2016,2 user reviews
6512,488390,2003,2 user reviews
6513,491390,2015,Positive
6514,493300,2016,2 user reviews
6517,444140,2016,Very Positive
6519,492170,2016,Mixed
6521,497340,2016,Mixed
6522,435961,2016,1 user reviews
6524,454220,2016,Mostly Positive
6525,492891,2016,4 user reviews
6526,492892,2016,3 user reviews
6527,492680,2016,Very Positive
6528,492890,2016,5 user reviews
6529,462700,2016,Mixed
6530,425580,2016,Overwhelmingly Positive
6533,423230,2016,Very Positive
6534,295200,2016,2 user reviews
6537,436658,2016,3 user reviews
6544,492470,2014,9 user reviews
6546,492510,2016,Positive
6547,418340,2016,Very Positive
6548,496030,2016,4 user reviews
6549,490090,2011,Mostly Positive
6550,496430,2016,7 user reviews
6552,487700,2016,Very Positive
6553,497690,2016,Positive
6555,437160,2016,Very Positive
6557,497860,2008,Mixed
6558,492600,2016,7 user reviews
6559,497050,2016,Mixed
6560,493650,2016,Mostly Negative
6561,488560,2016,1 user reviews
6562,389190,2016,Mixed
6563,314010,2016,Very Positive
6564,486150,2016,Mixed
6565,498660,2016,Positive
6566,466350,2016,Mixed
6567,490820,2016,Very Positive
6568,499360,2016,1 user reviews
6571,497060,2016,5 user reviews
6573,496530,2016,Mixed
6574,415530,2016,2 user reviews
6575,493630,2016,1 user reviews
6576,406550,2016,Very Positive
6577,496890,2016,Very Positive
6578,443691,2016,Positive
6579,499460,2016,Very Positive
6582,494290,2016,9 user reviews
6583,368680,2015,Positive
6585,500540,2016,2 user reviews
6587,470890,2016,5 user reviews
6588,500190,2016,Mostly Positive
6589,454480,2016,1 user reviews
6590,475210,2016,3 user reviews
6594,277390,2016,Very Positive
6596,464960,2016,Very Positive
6599,465750,2016,5 user reviews
6602,498220,2016,2 user reviews
6606,452510,2016,Very Positive
6607,449830,2016,Very Positive
6608,497270,2016,Mixed
6609,499440,2016,Overwhelmingly Positive
6610,461720,2016,Mostly Positive
6612,418640,1995,6 user reviews
6614,492430,2016,Mixed
6615,491000,2016,Very Positive
6616,499960,2016,8 user reviews
6617,500160,2016,1 user reviews
6618,275030,2016,9 user reviews
6619,444620,2016,Mostly Negative
6621,492280,2016,Positive
6622,499390,2016,1 user reviews
6623,490300,2016,8 user reviews
6625,491110,2016,8 user reviews
6626,393930,2016,Mixed
6628,471895,2016,1 user reviews
6629,372160,2016,Mostly Negative
6630,490100,2016,Positive
6631,496980,2016,9 user reviews
6637,500620,2016,Positive
6638,486480,2016,Negative
6639,374050,2016,Mixed
6641,465170,2016,Mixed
6642,496101,2016,Mostly Negative
6643,362380,2016,Positive
6646,493190,2016,Very Positive
6647,502550,2016,Mostly Positive
6649,500850,2016,Positive
6650,493280,2016,Very Positive
6652,378521,2016,4 user reviews
6653,455350,2016,4 user reviews
6655,500680,2016,6 user reviews
6656,499340,2016,Positive
6657,461243,2016,Positive
6659,461246,2016,Positive
6660,425900,2016,5 user reviews
6661,464050,2016,Mostly Positive
6662,288100,2016,Mixed
6663,461830,2012,1 user reviews
6664,485820,2016,Mixed
6666,294100,2016,Overwhelmingly Positive
6667,457195,2015,Very Positive
6668,457198,2015,Very Positive
6669,457196,2015,Very Positive
6670,457197,2015,Very Positive
6671,434901,2016,Positive
6673,496900,2016,1 user reviews
6675,503060,2016,3 user reviews
6677,498700,2016,5 user reviews
6678,497521,2016,2 user reviews
6679,473441,2016,1 user reviews
6680,410320,2016,Overwhelmingly Positive
6681,464204,2016,2 user reviews
6682,462140,2016,4 user reviews
6684,464201,2016,7 user reviews
6685,327680,2016,Mixed
6688,441830,2016,Mostly Positive
6690,436665,2016,1 user reviews
6691,436667,2016,1 user reviews
6692,501040,2016,6 user reviews
6693,436668,2016,1 user reviews
6697,475960,2016,Positive
6698,495380,2016,Mixed
6699,503090,2016,3 user reviews
6700,496630,2016,Positive
6701,503990,2016,2 user reviews
6702,498940,2016,6 user reviews
6703,485150,2016,9 user reviews
6704,500570,2016,2 user reviews
6705,452340,2016,Mixed
6706,501120,2016,Very Positive
6707,486810,2016,Mostly Positive
6708,498811,2016,4 user reviews
6709,500370,2016,Mixed
6710,425300,2016,Mostly Positive
6711,496490,2016,Mixed
6712,346330,2016,Mixed
6719,503110,2016,5 user reviews
6724,438831,2016,2 user reviews
6725,501430,2016,Mostly Positive
6726,299800,2016,5 user reviews
6727,499330,2016,Mixed
6728,376520,2016,Very Positive
6729,462970,2016,6 user reviews
6730,458860,2016,Positive
6731,480900,2016,Very Positive
6734,381880,2016,Positive
6735,497260,2016,4 user reviews
6736,474730,2016,5 user reviews
6738,318090,2016,Mixed
6739,443570,2016,Mixed
6741,501030,2016,Positive
6742,501460,2016,1 user reviews
6743,501740,2016,Mostly Negative
6745,467900,2016,Mostly Positive
6747,503080,2016,2 user reviews
6748,503050,2016,1 user reviews
6749,458970,2016,Mixed
6750,409870,2016,Very Positive
6753,252610,2016,Overwhelmingly Positive
6754,503130,2016,Positive
6755,457810,2016,Mixed
6756,498580,2016,Mostly Negative
6757,493150,2016,3 user reviews
6758,496590,2016,4 user reviews
6759,496990,2016,Mostly Positive
6761,376961,2016,Very Positive
6763,474240,2003,2 user reviews
6764,498190,2016,Mostly Positive
6765,409530,2016,Mixed
6767,211820,2016,Very Positive
6769,477160,2016,Very Positive
6770,496870,2016,Mixed
6772,436000,2016,Mostly Positive
6773,496710,2016,1 user reviews
6774,496800,2016,5 user reviews
6775,488660,2016,Very Positive
6778,466080,2016,1 user reviews
6779,480631,2016,Mostly Negative
6780,442760,2016,2 user reviews
6781,495890,2016,Overwhelmingly Positive
6782,507020,2016,2 user reviews
6783,340000,2016,Very Positive
6784,501260,2016,2 user reviews
6785,482330,2016,Mixed
6788,433320,2016,Mixed
6791,473720,2016,Positive
6792,492943,2016,1 user reviews
6793,466544,2016,Positive
6794,466548,2016,Mostly Positive
6796,501760,2016,Mixed
6798,505210,2016,Mostly Positive
6802,496640,2016,Mixed
6803,498040,2016,1 user reviews
6804,498050,2016,8 user reviews
6805,504850,2016,7 user reviews
6807,338170,2016,Very Positive
6808,455320,2016,4 user reviews
6809,495370,2016,Positive
6810,431360,2016,8 user reviews
6811,506350,2016,2 user reviews
6813,496650,2016,Mostly Positive
6814,505410,2016,2 user reviews
6816,496510,2016,Positive
6817,494680,2016,Very Positive
6818,421870,2016,8 user reviews
6819,506100,2016,5 user reviews
6820,502910,2016,8 user reviews
6821,485160,2016,Positive
6823,508180,2016,Mostly Positive
6824,505150,2016,Positive
6825,486510,2016,Very Positive
6826,485970,2016,Positive
6827,503980,2016,6 user reviews
6828,487330,2016,Mostly Positive
6829,485920,2016,Mixed
6830,481360,2016,Positive
6831,497760,2016,5 user reviews
6832,485740,2016,Mixed
6833,478980,2016,Very Positive
6835,45420,2016,1 user reviews
6836,504980,2016,8 user reviews
6837,495720,2016,Very Positive
6838,434730,2016,Very Positive
6839,510310,2016,5 user reviews
6840,501830,2016,3 user reviews
6841,508840,2016,Positive
6843,499230,2016,Mostly Positive
6844,494570,2016,2 user reviews
6845,503070,2016,4 user reviews
6847,270030,2016,Positive
6849,502770,2016,Mostly Positive
6850,267788,2016,Mixed
6851,445310,2016,Mixed
6853,510280,2016,2 user reviews
6854,498870,2016,Mostly Positive
6855,492340,2016,Very Positive
6856,500220,2016,3 user reviews
6857,453990,2016,Positive
6858,492270,2016,Very Positive
6859,509050,2016,1 user reviews
6861,377340,2016,2 user reviews
6862,377350,2016,1 user reviews
6863,498210,2003,4 user reviews
6864,498230,2004,1 user reviews
6866,508540,2016,4 user reviews
6867,506590,2016,Mixed
6871,501670,2016,6 user reviews
6875,497720,2016,Mixed
6876,498570,2016,Very Positive
6878,449530,2016,Very Positive
6880,509240,2016,Mixed
6881,390310,2016,Mostly Positive
6882,510120,2016,Mostly Negative
6883,425410,2016,Positive
6884,508670,2016,Mixed
6885,497350,2016,Mostly Negative
6886,508170,2016,Very Positive
6887,498450,2016,6 user reviews
6888,468731,2016,3 user reviews
6889,509830,2016,1 user reviews
6890,497180,2016,Very Positive
6891,270270,2016,Mostly Positive
6895,491740,2016,1 user reviews
6896,504710,2016,Mixed
6898,504720,2016,Mixed
6900,269310,2016,Mixed
6902,508610,2016,2 user reviews
6903,476650,2016,Very Positive
6905,492630,2016,Very Positive
6907,511340,2016,Mixed
6908,511940,2016,8 user reviews
6909,498300,2016,Mixed
6910,511120,2016,4 user reviews
6911,326840,2016,Very Positive
6913,496300,2016,Very Positive
6914,460750,2016,Positive
6915,476351,2016,1 user reviews
6916,476352,2016,2 user reviews
6917,502870,2016,Mostly Positive
6918,502890,2016,Mixed
6919,502891,2016,5 user reviews
6922,383930,2016,Very Positive
6926,438480,2016,Very Positive
6927,485350,2016,Very Positive
6928,330590,1999,6 user reviews
6929,487130,2016,Positive
6930,512670,2016,1 user reviews
6931,505040,2016,Very Positive
6932,495780,2016,Very Positive
6933,421600,2016,Mixed
6934,511300,2016,3 user reviews
6935,454390,2016,3 user reviews
6936,511301,2016,1 user reviews
6937,509290,2016,Mostly Positive
6938,426400,1998,2 user reviews
6939,504570,2011,1 user reviews
6941,500250,2016,1 user reviews
6942,506230,2009,1 user reviews
6946,474750,2016,Very Positive
6947,513430,2016,Mixed
6949,504880,2016,Mostly Positive
6950,485660,2016,Mixed
6951,513140,2016,7 user reviews
6952,504640,2016,7 user reviews
6955,510200,2016,6 user reviews
6957,492581,2016,1 user reviews
6958,492580,2016,1 user reviews
6959,511160,2016,Mixed
6960,511200,2016,1 user reviews
6961,462130,2016,8 user reviews
6962,515570,2016,Very Positive
6964,497040,2016,Mixed
6969,336240,2016,Very Positive
6970,511310,2016,Negative
6971,502150,2016,2 user reviews
6972,507270,2016,4 user reviews
6973,506140,2016,Mostly Positive
6975,485730,2016,Mostly Positive
6976,426790,2016,Very Positive
6978,440960,2016,Mostly Positive
6979,511320,2016,7 user reviews
6980,444880,2016,Mixed
6981,509160,2016,Positive
6982,466280,2016,2 user reviews
6983,512340,2016,Mostly Positive
6985,432980,2016,Very Positive
6986,328510,2016,Mostly Positive
6991,502210,2016,Positive
6992,509390,2016,Mostly Positive
6993,514190,2011,2 user reviews
6996,400230,2016,3 user reviews
6999,453810,2016,Mixed
7001,497740,2016,1 user reviews
7002,496940,2016,1 user reviews
7006,455000,2016,Mixed
7008,510830,2016,9 user reviews
7010,512640,2016,Mixed
7011,474620,2016,Positive
7012,366440,2016,Mixed
7014,473920,2016,Very Positive
7015,391040,2016,Very Positive
7016,464681,2016,1 user reviews
7017,513580,2016,1 user reviews
7018,381760,2016,Positive
7019,514410,2016,Mixed
7021,514480,2016,8 user reviews
7022,514490,2016,4 user reviews
7023,516650,2016,Mixed
7024,396650,2016,Overwhelmingly Positive
7025,492080,2016,Mostly Positive
7026,469980,2016,Mostly Positive
7027,470070,2016,Mostly Negative
7028,504550,2016,3 user reviews
7029,327030,2016,Mostly Positive
7030,337000,2016,Mixed
7031,462930,2016,Mixed
7032,413380,2016,Mixed
7033,413390,2016,Mostly Negative
7034,516920,2016,6 user reviews
7035,518140,2016,4 user reviews
7037,474980,2016,Positive
7038,373540,2016,Mixed
7040,515710,2016,Very Positive
7041,505140,2016,8 user reviews
7042,513360,2016,Very Positive
7043,476392,2016,2 user reviews
7044,512230,2016,Very Positive
7047,503140,2016,Positive
7049,514970,2016,Mostly Negative
7051,431600,2016,Very Positive
7053,513730,2016,Very Positive
7054,521600,2015,Positive
7057,520150,2016,Positive
7058,512770,2016,Positive
7059,472070,2016,Positive
7060,496431,2016,Mixed
7062,449980,2016,Very Positive
7063,449981,2016,Mixed
7065,448780,2016,Mostly Positive
7066,516040,2016,Mixed
7069,394740,2016,Mixed
7070,480410,2016,9 user reviews
7071,492610,2016,Mixed
7072,483950,2016,Very Positive
7073,513880,2016,Mixed
7074,296890,2016,Positive
7077,449560,2016,1 user reviews
7078,503180,2016,Positive
7079,462100,2016,Very Positive
7080,494580,2017,Mostly Positive
7081,510110,2016,2 user reviews
7082,504400,2016,Mostly Positive
7083,502410,2011,Mixed
7085,516910,2016,2 user reviews
7086,502450,2012,Negative
7088,491620,2016,Mostly Positive
7089,515690,2016,Mixed
7090,467990,2016,Mixed
7091,514160,2003,Positive
7092,509350,2016,Very Positive
7093,488330,2016,1 user reviews
7094,470270,2016,Mostly Positive
7095,510250,2016,Positive
7096,520290,2016,Mixed
7097,499910,2016,Positive
7098,504580,2016,4 user reviews
7101,398260,2016,3 user reviews
7102,508000,2016,1 user reviews
7103,366330,2016,3 user reviews
7104,503960,2016,Mostly Positive
7105,502440,2012,Mixed
7107,497360,1999,Mixed
7108,517810,2006,Mixed
7109,501970,1996,Mostly Positive
7110,494740,1987,Mostly Positive
7111,496760,1995,Mostly Positive
7112,501990,1995,Positive
7113,495700,1993,Positive
7114,502750,1989,Very Positive
7115,517790,1999,Very Positive
7116,514750,2016,2 user reviews
7117,379610,2016,Positive
7118,514450,2016,Positive
7119,337490,2016,Very Positive
7120,383270,2016,Very Positive
7121,517450,2016,1 user reviews
7122,508340,2016,Mixed
7123,499520,2016,Very Positive
7124,485260,2016,Positive
7125,435530,2016,Very Positive
7126,501920,2016,Negative
7127,460560,2016,9 user reviews
7128,324740,2016,Very Positive
7129,514770,2016,3 user reviews
7136,522000,2016,6 user reviews
7137,434650,2016,Very Positive
7138,522620,2016,Very Positive
7141,511380,2016,Positive
7142,457201,2016,5 user reviews
7143,376966,2016,Very Positive
7144,512940,2016,9 user reviews
7145,523080,2016,Mixed
7146,458445,2016,4 user reviews
7147,493580,2016,Mixed
7148,497580,2016,Mixed
7149,501580,2016,8 user reviews
7150,425220,2016,Mostly Positive
7155,504620,2016,3 user reviews
7156,512600,2016,Positive
7157,433480,2016,3 user reviews
7159,515200,2011,3 user reviews
7160,508820,2016,Mixed
7165,523670,2016,2 user reviews
7167,516560,2016,5 user reviews
7168,517060,2016,Mixed
7169,515740,2016,8 user reviews
7170,517340,2016,3 user reviews
7171,511720,2016,Mixed
7172,506030,2016,Mixed
7173,518030,2016,Very Positive
7174,501890,2016,8 user reviews
7176,520190,2014,8 user reviews
7180,508930,2016,7 user reviews
7182,507050,2016,Mixed
7184,514010,2014,Mostly Positive
7185,378800,2016,Mixed
7188,499370,2016,Positive
7190,371200,2016,Mostly Positive
7191,516840,2016,Positive
7193,523980,2016,5 user reviews
7195,502940,2016,Very Positive
7196,464040,2016,2 user reviews
7197,508790,2016,Positive
7198,507380,2016,Mixed
7199,525080,2016,Mixed
7201,511670,2016,6 user reviews
7203,517560,2016,1 user reviews
7204,512550,2016,8 user reviews
7205,528490,2016,1 user reviews
7206,517350,2016,Positive
7207,468050,2016,Very Positive
7208,501170,2016,Mostly Positive
7210,480590,2016,3 user reviews
7212,467770,2016,2 user reviews
7214,480593,2016,1 user reviews
7215,525186,2016,1 user reviews
7217,502841,2016,1 user reviews
7218,518710,2005,7 user reviews
7220,512480,2016,4 user reviews
7221,525183,2016,1 user reviews
7226,527800,2016,2 user reviews
7227,527890,2016,1 user reviews
7229,409000,2016,Mixed
7230,427190,2016,Very Positive
7231,514330,2016,Very Positive
7233,514332,2016,4 user reviews
7234,514331,2016,Positive
7235,494526,2016,4 user reviews
7238,502320,2016,Positive
7241,519530,2016,Mixed
7242,460780,2016,Positive
7244,489720,2016,Positive
7246,486120,2016,8 user reviews
7247,520550,2016,Very Positive
7249,40980,2009,Very Positive
7250,487160,2016,Positive
7251,459850,2016,4 user reviews
7252,525050,2016,9 user reviews
7253,527440,2016,Mostly Positive
7254,525720,2016,Very Positive
7255,409710,2016,Mixed
7256,409720,2016,Mixed
7257,527610,2016,Positive
7258,528310,2016,3 user reviews
7259,528330,2016,7 user reviews
7260,444090,2016,Very Positive
7261,444120,2016,Very Positive
7262,522660,2016,Mostly Negative
7263,516530,2016,3 user reviews
7264,504750,2016,3 user reviews
7265,528660,2016,Very Positive
7266,495350,2016,Mixed
7268,527910,2016,6 user reviews
7270,528440,2016,1 user reviews
7271,521930,2016,Mixed
7273,497310,2016,5 user reviews
